ID,MLH
1,0.5340909090909091
2,0.5
4,0.4050632911392405
7,0.29850746268656714
9,0.410958904109589
10,0.29310344827586204
12,0.4421052631578947
13,0.48
14,0.5543478260869565
15,0.45348837209302323
16,0.5353535353535354
17,0.44329896907216493
18,0.3048780487804878
20,0.4574468085106383
21,0.45555555555555555
22,0.3978494623655914
23,0.4942528735632184
24,0.48314606741573035
25,0.37777777777777777
27,0.4574468085106383
28,0.44565217391304346
29,0.3
31,0.41237113402061853
34,0.3548387096774194
37,0.46464646464646464
38,0.4742268041237113
39,0.43010752688172044
40,0.46078431372549017
41,0.5416666666666666
43,0.4946236559139785
44,0.44680851063829785
45,0.41379310344827586
46,0.46296296296296297
47,0.42696629213483145
48,0.49473684210526314
49,0.5222222222222223
52,0.4606741573033708
55,0.524390243902439
56,0.5064935064935064
59,0.5057471264367817
60,0.3953488372093023
61,0.41935483870967744
62,0.45652173913043476
63,0.46938775510204084
65,0.375
66,0.4125
67,0.29545454545454547
68,0.43636363636363634
69,0.4864864864864865
71,0.4111111111111111
72,0.3380281690140845
73,0.31958762886597936
74,0.3684210526315789
75,0.4222222222222222
76,0.38144329896907214
77,0.47959183673469385
79,0.4838709677419355
80,0.46938775510204084
81,0.3978494623655914
82,0.4270833333333333
83,0.34065934065934067
84,0.44
85,0.2602739726027397
86,0.40860215053763443
87,0.4639175257731959
88,0.3673469387755102
89,0.5
90,0.4020618556701031
92,0.45454545454545453
93,0.38202247191011235
94,0.49473684210526314
95,0.4583333333333333
98,0.43434343434343436
99,0.5051546391752577
100,0.3979591836734694
102,0.494949494949495
103,0.48484848484848486
104,0.4606741573033708
105,0.3894736842105263
107,0.5714285714285714
108,0.4175824175824176
109,0.5339805825242718
111,0.5384615384615384
113,0.5
114,0.52
115,0.42168674698795183
116,0.4519230769230769
117,0.51
118,0.4563106796116505
119,0.422680412371134
121,0.42718446601941745
123,0.5263157894736842
124,0.4803921568627451
125,0.3763440860215054
126,0.4634146341463415
127,0.45544554455445546
128,0.5051546391752577
129,0.5204081632653061
130,0.4423076923076923
131,0.43137254901960786
133,0.46
135,0.39
136,0.46464646464646464
137,0.42718446601941745
139,0.35443037974683544
140,0.5050505050505051
141,0.49
142,0.4519230769230769
143,0.4166666666666667
144,0.52
145,0.3894736842105263
146,0.3557692307692308
147,0.47
148,0.4077669902912621
149,0.44329896907216493
151,0.2978723404255319
152,0.38613861386138615
153,0.4329896907216495
154,0.44
155,0.391304347826087
156,0.43617021276595747
157,0.46078431372549017
158,0.44680851063829785
159,0.46153846153846156
160,0.4215686274509804
161,0.4230769230769231
162,0.5294117647058824
163,0.44554455445544555
164,0.4368932038834951
165,0.5048543689320388
166,0.4368932038834951
167,0.5631067961165048
168,0.38
