QnWeight_initial,Survived_e_6wks,0.0947409523296401
Prop_Qn_Weight_Loss,Survived_e_6wks,0.14753007392346962
Days_wrkr_eclosion_minus20,Survived_e_6wks,0.201437333976725
Days_wrkr_eclosion_minus20,Survived_e_6wks,0.3408103007906304
PC1_cov,Survived_e_6wks,0.01620871527852816
Cmass_eclosion,Survived_e_6wks,0.21902982383413808
Cmass_eclosion,Survived_e_6wks,0.37619607653456455
IR,Survived_e_6wks,0.06776776203841027
SH,Survived_e_6wks,0.051153785736329296
HL,Survived_e_6wks,0.06179967652522118
MLH,Survived_e_6wks,0.05115810105484932
QnWeight_initial,Survived_eclosion,0.17149082415545366
QnWeight_initial,Survived_eclosion,0.2589262156042116
QnWeight_initial,Survived_eclosion,0.26285381470302105
QnWeight_initial,Survived_eclosion,0.44472037970504563
PC1_cov,Survived_eclosion,0.058210774051598684
PC1_cov,Survived_eclosion,0.07653806076562636
PC1_cov,Survived_eclosion,0.13145843639721264
IR,Survived_eclosion,0.12056136881234757
SH,Survived_eclosion,0.126395679451416
HL,Survived_eclosion,0.1266804904737374
MLH,Survived_eclosion,0.129886772134113
