1,QnSize,6,6,13,13,16,16,18,18,21,21,25,25,28,28,31,31,34,34,69,69,73,73,74,74,84,84,m71E,m71E,m82C,m82C
1,0.032140423,347,367,278,292,259,261,0,0,304,308,292,0,107,115,249,0,0,0,166,184,329,0,233,249,0,0,216,244,193,205
1,0.017620319,351,359,0,0,261,0,301,307,296,300,262,296,119,139,0,0,0,0,0,0,0,0,245,249,155,159,228,248,161,193
1,-0.052174354,351,375,276,278,267,269,301,335,0,0,262,314,123,127,229,233,0,0,180,184,349,0,245,249,145,159,216,228,157,189
1,0.005180317,323,359,270,296,0,0,311,319,312,318,262,306,115,151,237,245,240,244,188,196,0,0,249,0,155,163,216,220,149,169
1,0.05728222,371,375,270,280,255,273,301,311,296,308,298,306,111,127,229,233,198,218,184,0,349,369,0,0,155,183,252,256,181,193
1,0.020858634,351,355,256,278,259,0,0,0,308,326,262,292,103,115,229,265,192,210,166,170,329,369,233,241,151,163,224,256,173,177
1,0.041215822,355,375,262,280,259,265,301,303,304,330,262,292,99,139,233,237,210,0,166,178,349,365,241,249,159,179,236,0,165,189
1,0.012445955,351,0,270,278,261,277,293,323,322,0,262,306,0,0,233,245,194,206,166,188,329,389,241,249,141,171,232,236,169,185
1,-0.002449455,355,359,258,278,265,267,289,315,304,334,290,292,107,127,229,237,0,0,0,0,0,0,241,249,0,0,240,248,0,0
1,-0.040942923,0,0,264,270,251,259,289,0,312,0,262,304,123,0,237,245,196,202,184,188,349,373,253,265,133,163,220,244,169,177
1,-0.082284946,351,375,270,280,261,273,303,307,296,330,298,310,123,127,213,237,198,234,0,0,329,369,0,0,145,167,228,244,165,173
1,-0.173656321,351,0,276,278,261,287,0,0,300,308,290,302,119,139,229,0,196,200,162,180,369,0,249,257,155,167,236,252,165,173
1,0.022723036,351,355,0,0,263,285,289,303,304,334,262,286,127,135,233,241,192,200,0,0,357,369,237,249,159,171,244,248,153,161
1,-0.061326436,363,0,270,276,251,259,315,319,300,346,262,296,99,119,225,229,200,218,184,188,329,369,245,249,141,175,228,236,169,177
1,0.030309309,0,0,264,266,251,269,311,315,308,330,262,0,91,135,237,0,194,222,0,0,329,349,241,269,155,0,236,252,153,189
1,0.005131715,351,0,248,278,257,259,307,0,312,322,290,302,103,135,237,245,198,202,170,188,341,353,241,257,0,0,244,0,169,181
1,-0.000863968,323,363,260,264,261,263,0,0,300,304,298,302,127,131,237,245,210,218,166,178,349,0,241,257,167,0,236,252,165,189
1,0.072619369,355,375,258,270,253,261,0,0,296,300,290,306,107,131,225,245,214,0,178,184,333,369,241,249,159,171,220,248,165,197
1,-0.004117635,0,0,258,266,259,261,301,327,308,312,298,306,131,135,217,229,194,206,188,0,329,373,249,265,145,155,240,0,161,185
1,0.008237871,323,351,258,276,259,285,0,0,312,318,294,304,115,127,233,245,182,194,188,0,329,349,245,261,151,175,240,244,177,181
1,0.025469259,375,379,244,258,269,0,297,303,0,0,294,310,91,139,237,241,210,218,178,0,329,373,241,0,151,171,236,252,181,197
1,0.233237083,351,375,0,0,259,267,301,323,300,304,290,0,0,0,237,241,0,0,188,196,329,361,237,0,0,0,220,0,0,0
1,0.043434984,355,0,270,0,265,269,323,331,300,308,262,296,131,151,245,0,198,210,162,184,365,377,229,257,151,163,248,256,153,173
1,0.002410207,323,363,244,278,255,285,307,323,304,342,0,0,123,131,225,233,192,206,166,184,349,365,249,0,141,159,236,244,157,173
1,0.070046253,0,0,270,0,251,285,0,0,312,318,262,298,115,127,0,0,192,210,170,192,365,393,241,277,141,163,228,240,149,173
1,-0.039613297,351,0,264,270,251,281,307,315,300,318,288,310,123,127,221,229,218,244,166,178,349,377,237,257,151,163,220,256,169,193
1,0.06974859,347,351,260,264,239,257,303,315,308,318,310,0,103,115,225,241,200,202,170,196,329,369,249,253,155,163,224,240,165,193
1,0.067265888,0,0,256,278,265,0,289,301,296,308,286,306,127,135,233,237,206,0,166,170,341,373,241,249,163,0,232,256,149,185
1,-0.048651134,367,379,270,280,261,307,307,315,322,326,260,298,91,115,237,251,206,214,170,0,385,401,241,249,155,183,252,256,181,193
1,0.051537272,375,0,266,286,265,0,307,0,318,330,314,0,115,131,233,237,200,226,184,0,329,365,249,0,163,191,232,260,145,169
1,0.053422964,347,351,280,292,269,0,293,0,0,0,0,0,0,0,225,233,196,248,174,178,0,0,241,0,159,0,236,248,169,189
